#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime
CE|12116|33.7471|-116.7152|1635|Idyllwild - Hwy 243 & Pine Crest|2002-10-25T00:00:00|3000-01-01T00:00:00
CE|12149|33.962|-116.509|326|Desert Hot Springs - Fire Station|1995-02-22T00:00:00|3000-01-01T00:00:00
CE|12168|33.3242|-116.6841|908|Puerta La Cruz - USFS Storage Bldg.|2005-01-12T00:00:00|3000-01-01T00:00:00
CE|12188|33.6049|-116.938|772|Sage - Fire Station A|2002-12-03T00:00:00|3000-01-01T00:00:00
CE|12202|33.7602|-116.9614|487|San Jacinto - Valley Cemetery|2005-06-15T00:00:00|3000-01-01T00:00:00
CE|12206|33.8513|-116.853|1098|Silent Valley - Poppet Flat|2001-10-03T00:00:00|3000-01-01T00:00:00
CE|12330|33.3536|-116.8626|1686|Palomar Mountain - Palomar Observatory|2005-09-20T00:00:00|3000-01-01T00:00:00
CE|12331|33.7289|-116.9797|480|Hemet - Stetson Ave Fire Station|1997-09-10T00:00:00|3000-01-01T00:00:00
CE|12478|33.0773|-116.4382|537|Julian - Shelter Valley FS Hwys 78 & S2|2011-05-10T00:00:00|2012-05-24T00:00:00
CE|12492|33.2617|-116.3722|179|Borrego Springs - Stirrup & Palm Canyon|2011-05-11T00:00:00|3000-01-01T00:00:00
CE|12500|33.0734|-116.7685|777|Ramona - Hwy 78 & Casner|2011-05-18T00:00:00|3000-01-01T00:00:00
CE|12502|33.6957|-116.387|166|Palm Desert - Mesa View & Portola|2012-01-24T00:00:00|3000-01-01T00:00:00
CE|12518|33.9111|-116.5011|231|North Palm Springs - 18th & Palm|2012-01-25T00:00:00|3000-01-01T00:00:00
CE|12543|33.715|-116.221|-3|Indio - Riverside Co. Fairgrounds|1995-09-13T00:00:00|3000-01-01T00:00:00
CE|12618|33.801|-116.877|650|San Jacinto - Soboba A|1995-03-14T00:00:00|3000-01-01T00:00:00
CE|12624|33.628|-116.28|35|Lake Cahuilla - County Park|1993-12-15T00:00:00|3000-01-01T00:00:00
CE|12626|33.4262|-116.0788|-9|Desert Shores|1993-02-10T00:00:00|3000-01-01T00:00:00
CE|12630|33.888|-116.684|404|Snow Creek|2003-02-25T00:00:00|3000-01-01T00:00:00
CE|12645|33.9016|-116.0865|1120|Joshua Tree N.M. - Pleasant Valley|2003-04-10T00:00:00|3000-01-01T00:00:00
CE|12647|33.9255|-116.1723|1534|Joshua Tree N.M. - Keys View|2002-11-22T00:00:00|3000-01-01T00:00:00
CE|12673|33.787|-116.958|475|San Jacinto - CDF Fire Station|2002-05-10T00:00:00|3000-01-01T00:00:00
CE|12904|33.7057|-116.2366|1|Indio - Monroe & Carreon|2006-03-15T00:00:00|3000-01-01T00:00:00
CE|12919|33.9299|-116.9726|796|Beaumont - 6th & Maple|2002-11-21T00:00:00|3000-01-01T00:00:00
CE|12923|33.7448|-116.9322|517|Hemet - Acacia & Stanford|2002-12-04T00:00:00|3000-01-01T00:00:00
CE|12951|33.6712|-116.3013|16|La Quinta - Bermudas & Durango|2000-09-07T00:00:00|3000-01-01T00:00:00
CE|12952|33.7577|-116.3742|78|Palm Desert - Country Club & Portola|2000-09-07T00:00:00|3000-01-01T00:00:00
CE|12953|33.7867|-116.4101|93|Rancho Mirage - Gerald Ford & Bob Hope|2000-09-07T00:00:00|3000-01-01T00:00:00
CE|12966|33.7233|-116.3383|46|Indian Wells - Hwy 111 & El Dorado|2002-11-20T00:00:00|3000-01-01T00:00:00
CE|13066|33.8401|-117.9568|40|Anaheim - Brookhurst & Crescent|2004-12-07T00:00:00|3000-01-01T00:00:00
CE|13067|33.7861|-117.8094|89|Orange - Chapman & Esplanade|2002-10-23T00:00:00|3000-01-01T00:00:00
CE|13068|33.8633|-117.7421|162|Anaheim - Hwy 91 & Weir Cyn Rd|2002-10-23T00:00:00|3000-01-01T00:00:00
CE|13069|33.7676|-117.8497|58|Santa Ana - Grand & Santa Clara|2002-10-23T00:00:00|3000-01-01T00:00:00
CE|13070|33.4851|-117.6689|18|San Juan Capistrano - I5 & La Novia|2003-05-27T00:00:00|3000-01-01T00:00:00
CE|13079|33.9174|-117.443|244|Riverside - Hwy 91 & Van Buren|2002-10-25T00:00:00|3000-01-01T00:00:00
CE|13080|33.969|-117.252|535|Moreno Valley - Sunnymead & Village|2002-04-11T00:00:00|3000-01-01T00:00:00
CE|13081|33.566|-117.265|423|Murrieta - Clinton Keith & Bear Creek|2002-10-24T00:00:00|3000-01-01T00:00:00
CE|13093|33.7512|-117.0148|461|Hemet - Cawston & Devonshire|2002-10-25T00:00:00|3000-01-01T00:00:00
CE|13094|33.5768|-117.1307|410|Murrieta - Hwy 79 & Airport Rd|2005-03-23T00:00:00|3000-01-01T00:00:00
CE|13095|33.818|-117.312|445|Nuevo - 11th & Lakeview|2002-10-25T00:00:00|3000-01-01T00:00:00
CE|13096|33.6989|-117.2664|426|Canyon Lake - Vacation Dr & San Joaquin|2002-10-24T00:00:00|3000-01-01T00:00:00
CE|13097|33.6043|-117.2787|387|Wildomar - Palomar & Gruwell|2005-03-24T00:00:00|3000-01-01T00:00:00
CE|13098|33.8842|-117.5141|204|Corona - Hwy 91 & McKinley|2002-11-14T00:00:00|3000-01-01T00:00:00
CE|13099|33.876|-117.593|219|Corona - 6th & Smith|2002-10-25T00:00:00|3000-01-01T00:00:00
CE|13100|33.875|-117.636|198|Corona - Green River & Canyon Crest|2002-10-25T00:00:00|3000-01-01T00:00:00
CE|13122|33.8688|-117.7094|116|Featherly Park - Maint. Bldg.|2000-01-06T00:00:00|3000-01-01T00:00:00
CE|13123|33.9506|-117.4453|233|Riverside - Airport|1997-09-10T00:00:00|3000-01-01T00:00:00
CE|13141|33.054|-117.245|77|Encinitas - Village Park & Mtn Vista|2002-11-07T00:00:00|3000-01-01T00:00:00
CE|13142|33.144|-117.165|175|San Marcos - Mission & Twin Oaks Valley|2002-11-07T00:00:00|3000-01-01T00:00:00
CE|13144|33.197|-117.255|88|Vista - Hwy 78 & Melrose|2002-11-07T00:00:00|3000-01-01T00:00:00
CE|13160|33.634|-117.902|22|Newport Beach - Irvine Ave Fire Sta|1997-09-17T00:00:00|3000-01-01T00:00:00
CE|13162|33.9901|-117.7178|199|Chino Hills - Hwy 71 & Eucalyptus|2002-06-03T00:00:00|3000-01-01T00:00:00
CE|13172|33.496|-117.149|310|Temecula - 6th & Mercedes|2002-01-15T00:00:00|3000-01-01T00:00:00
CE|13174|33.989|-117.89|141|Rowland Heights - Colima & Nogales|2002-02-22T00:00:00|3000-01-01T00:00:00
CE|13197|33.6623|-117.9974|11|Huntington Beach - Lake St Fire Station|1997-09-16T00:00:00|3000-01-01T00:00:00
CE|13215|33.6626|-117.9023|22|Costa Mesa - City Hall Grounds|2004-03-23T00:00:00|3000-01-01T00:00:00
CE|13220|33.6781|-117.7527|68|Irvine - I5 & Hwy 133|2004-03-23T00:00:00|3000-01-01T00:00:00
CE|13314|33.622|-117.9335|2|Newport Beach - Coast Hwy & Hoag Dr|2006-08-01T00:00:00|3000-01-01T00:00:00
CE|13333|33.201|-117.331|29|Oceanside B - Fire Station|1998-10-20T00:00:00|3000-01-01T00:00:00
CE|13477|33.1231|-117.1219|226|Escondido - Auto Parkway & Citracado|2011-11-29T00:00:00|3000-01-01T00:00:00
CE|13524|33.4114|-117.59|89|San Clemente - I5 & Avenida Magdalena|2011-12-08T00:00:00|3000-01-01T00:00:00
CE|13527|33.3539|-117.5267|55|San Onofre - I5 Truck Weigh Station|2011-12-07T00:00:00|3000-01-01T00:00:00
CE|13721|33.643|-117.842|39|Irvine - UCI Grounds|2004-03-23T00:00:00|3000-01-01T00:00:00
CE|13726|33.8556|-117.5404|240|Corona - Calif. Ave.|1996-02-07T00:00:00|3000-01-01T00:00:00
CE|13849|33.8534|-117.818|78|Anaheim - Lakeview & Riverdale|2003-01-08T00:00:00|3000-01-01T00:00:00
CE|13873|33.9331|-117.8963|116|Brea - Central Av Caltrans Yard|2003-01-07T00:00:00|3000-01-01T00:00:00
CE|13875|33.7774|-117.8335|66|Orange - Hwy 22/Hwy 55 Grounds|2002-01-08T00:00:00|3000-01-01T00:00:00
CE|13876|33.604|-117.905|2|Newport Beach - Balboa & Medina|2003-01-09T00:00:00|3000-01-01T00:00:00
CE|13877|33.6054|-117.8896|1|Newport Beach - Balboa Island|2003-01-29T00:00:00|3000-01-01T00:00:00
CE|13878|33.8891|-117.887|79|Fullerton - CSU Fullerton Grounds|2003-01-07T00:00:00|3000-01-01T00:00:00
CE|13879|33.8663|-117.9591|34|Fullerton - Valencia & Brookhurst|2003-01-30T00:00:00|3000-01-01T00:00:00
CE|13880|33.9086|-117.9311|98|Fullerton - Hermosa & Harbor|2003-01-28T00:00:00|3000-01-01T00:00:00
CE|13881|33.9315|-117.9557|86|La Habra - La Habra & Monte Vista|1999-09-14T00:00:00|3000-01-01T00:00:00
CE|13882|33.9274|-117.8034|226|Olinda - Carbon Canyon Rd|2003-01-07T00:00:00|3000-01-01T00:00:00
CE|13883|33.853|-117.857|67|Anaheim - Kraemer & La Palma|2003-01-07T00:00:00|3000-01-01T00:00:00
CE|13884|33.7667|-117.9178|28|Garden Grove - Hwy 22 & Harbor Blvd|2003-01-29T00:00:00|3000-01-01T00:00:00
CE|13885|33.7571|-117.9558|19|Garden Grove - Brookhurst & Westminster|2003-01-29T00:00:00|3000-01-01T00:00:00
CE|13886|33.7911|-117.968|25|Garden Grove - Chapman & Gilbert|2003-01-29T00:00:00|3000-01-01T00:00:00
CE|13887|33.6765|-117.9629|3|Huntington Beach - Adams & Bushard|2003-01-10T00:00:00|3000-01-01T00:00:00
CE|13888|33.8195|-117.8495|61|Orange - Shaffer & Taft|2003-01-08T00:00:00|3000-01-01T00:00:00
CE|13889|33.7478|-117.8439|41|Santa Ana - I5 & 4th St|2003-01-08T00:00:00|3000-01-01T00:00:00
CE|13890|33.742|-117.8938|23|Santa Ana - 1st & Franklin|2003-01-09T00:00:00|3000-01-01T00:00:00
CE|13891|33.7157|-117.9037|13|Santa Ana - Warner & Greenville|2003-01-09T00:00:00|3000-01-01T00:00:00
CE|13892|33.6997|-117.8801|10|Santa Ana - Macarthur & Bristol|2000-02-29T00:00:00|3000-01-01T00:00:00
CE|13893|33.7846|-117.8902|39|Orange - I5 & Chapman|2005-01-07T00:00:00|3000-01-01T00:00:00
CE|13894|33.789|-117.9215|37|Garden Grove - Chapman & West|2003-01-29T00:00:00|3000-01-01T00:00:00
CE|13913|33.9188|-117.4877|217|Riverside - Hole & La Sierra|2002-12-02T00:00:00|3000-01-01T00:00:00
CE|13914|33.951|-117.3883|256|Riverside - Hwy 91 & Central|2000-03-01T00:00:00|3000-01-01T00:00:00
CE|13915|33.9792|-117.3439|298|Riverside - I215 & 3rd|2002-12-05T00:00:00|3000-01-01T00:00:00
CE|13916|33.8945|-117.3219|538|Riverside - Van Buren & Trautwein|2002-12-04T00:00:00|3000-01-01T00:00:00
CE|13918|33.9035|-117.5613|191|Norco - 1st & Hamner|2002-11-13T00:00:00|3000-01-01T00:00:00
CE|13921|33.9753|-117.4865|213|Riverside - Limonite & Downey|2002-12-02T00:00:00|3000-01-01T00:00:00
CE|13922|33.6689|-117.332|389|Lake Elsinore - Graham & Poe|2004-05-10T00:00:00|3000-01-01T00:00:00
CE|13924|33.7475|-117.1274|485|Homeland - Hwy 74 & Sultanas|2002-12-03T00:00:00|3000-01-01T00:00:00
CE|13925|33.902|-117.234|468|Moreno Valley - Indian & Kennedy|2002-12-04T00:00:00|3000-01-01T00:00:00
CE|13927|33.9212|-117.1731|493|Moreno Valley - Alessandro & Moreno Bch|2002-12-04T00:00:00|3000-01-01T00:00:00
CE|13928|33.7867|-117.2305|447|Perris - San Jacinto & C St.|2000-09-06T00:00:00|3000-01-01T00:00:00
CE|13929|33.6491|-117.2053|480|Menifee Valley - Murrieta & Scott|2002-12-03T00:00:00|3000-01-01T00:00:00
CE|13930|33.716|-117.19|435|Sun City - I215 & McCall Blvd|2002-12-03T00:00:00|3000-01-01T00:00:00
CE|14001|33.802|-118.215|5|Long Beach - Santa Fe & Willow|2003-03-05T00:00:00|3000-01-01T00:00:00
CE|14002|33.7847|-118.1734|8|Long Beach - 15th & Gundry|2003-03-06T00:00:00|3000-01-01T00:00:00
CE|14003|33.7295|-118.2905|25|San Pedro - 16th & Grand|2003-03-19T00:00:00|3000-01-01T00:00:00
CE|14004|33.7472|-118.2603|1|Los Angeles - Terminal Island|2004-05-26T00:00:00|3000-01-01T00:00:00
CE|14005|33.7588|-118.1309|3|Long Beach - 2nd & Claremont|2003-03-06T00:00:00|3000-01-01T00:00:00
CE|14006|33.7269|-118.0008|6|Huntington Beach - Edinger & Gothard|2004-03-26T00:00:00|3000-01-01T00:00:00
CE|14007|33.723|-118.0257|3|Huntington Beach - Springdale & Heil|2006-06-06T00:00:00|3000-01-01T00:00:00
CE|14017|33.9896|-118.3121|41|Los Angeles - Slauson & Western|2002-05-09T00:00:00|3000-01-01T00:00:00
CE|14026|33.8892|-118.0469|18|Santa Fe Springs - Carmenita & Alondra|2003-02-19T00:00:00|3000-01-01T00:00:00
CE|14027|33.9283|-118.0576|46|Santa Fe Springs - Lakeland & Greenstone|2003-01-28T00:00:00|3000-01-01T00:00:00
CE|14028|33.9622|-118.0655|48|Santa Fe Springs - Dice & Slausson|2003-01-28T00:00:00|3000-01-01T00:00:00
CE|14035|33.9927|-118.3963|2|Culver City - Sepulveda & Sawtelle|2003-04-17T00:00:00|3000-01-01T00:00:00
CE|14036|33.8688|-118.3683|23|Redondo Beach - Grant & Mackay|2002-05-29T00:00:00|3000-01-01T00:00:00
CE|14037|33.7967|-118.338|36|Torrance - Pac. Coast Hwy & Robinson|2003-03-20T00:00:00|3000-01-01T00:00:00
CE|14038|33.8132|-118.3702|27|Torrance - Pac. Coast Hwy & Calle Mayor|2003-03-20T00:00:00|3000-01-01T00:00:00
CE|14041|33.991|-118.1212|55|Montebello - Date & Greenwood|2003-02-19T00:00:00|3000-01-01T00:00:00
CE|14043|33.9385|-118.3269|31|Inglewood - 108th & Crenshaw|2003-04-16T00:00:00|3000-01-01T00:00:00
CE|14044|33.9763|-118.3534|53|Inglewood - Centinela & La Brea|2003-04-17T00:00:00|3000-01-01T00:00:00
CE|14050|33.8337|-118.3559|22|Torrance - Carson & Hawthorne|2003-03-20T00:00:00|3000-01-01T00:00:00
CE|14058|33.898|-118.2088|21|Compton - Long Beach & Palmer|2003-03-18T00:00:00|3000-01-01T00:00:00
CE|14059|33.8758|-118.2397|32|Compton - Hwy 91 & Wilmington|2003-03-18T00:00:00|3000-01-01T00:00:00
CE|14060|33.999|-118.1782|46|Vernon - I710 & Bandini|2003-02-20T00:00:00|3000-01-01T00:00:00
CE|14125|33.8179|-118.1581|16|Long Beach - Municipal Airport|2001-12-13T00:00:00|3000-01-01T00:00:00
CE|14159|33.722|-118.3103|122|San Pedro - Palos Verdes Fire Station|2002-05-28T00:00:00|3000-01-01T00:00:00
CE|14175|33.931|-118.214|23|Lynwood - Imperial Hwy & Long Beach Blvd|2002-02-20T00:00:00|3000-01-01T00:00:00
CE|14176|33.948|-118.1837|25|Southgate - Atlantic & Southern|2002-02-19T00:00:00|3000-01-01T00:00:00
CE|14221|33.8883|-118.4098|33|Manhattan Beach - Civic Center|2004-03-05T00:00:00|3000-01-01T00:00:00
CE|14241|33.7772|-118.1334|5|Long Beach - Recreation Park|2001-11-01T00:00:00|3000-01-01T00:00:00
CE|14242|33.84|-118.1952|15|Long Beach - Rancho Los Cerritos|2001-11-05T00:00:00|3000-01-01T00:00:00
CE|14284|33.729|-118.256|0|Los Angeles - Port of LA Pier 400 Grnds|2005-06-23T00:00:00|3000-01-01T00:00:00
CE|14368|33.9239|-118.1679|23|Downey - County Maint. Bldg.|1997-09-09T00:00:00|3000-01-01T00:00:00
CE|14400|33.837|-118.0724|16|Hawaiian Gardens - 212th & Norwalk|2001-12-12T00:00:00|3000-01-01T00:00:00
CE|14403|33.929|-118.26|26|Los Angeles - 116th St. School|1997-07-30T00:00:00|3000-01-01T00:00:00
CE|14404|33.7455|-118.3969|122|Rancho Palos Verdes - Hawthorne Blvd|1997-09-16T00:00:00|3000-01-01T00:00:00
CE|14405|33.7872|-118.3569|134|Rolling Hills Estates - R. Vista School|2002-03-07T00:00:00|3000-01-01T00:00:00
CE|14413|33.756|-118.23|-999|Long Beach - Port of LB Pier T Grnds|2009-10-30T00:00:00|3000-01-01T00:00:00
CE|14530|33.8378|-118.3559|34|Torrance - Hawthorne & Torrance|2012-10-03T00:00:00|3000-01-01T00:00:00
CE|14532|33.738|-118.3063|82|San Pedro - W 7th & S Butte|2012-09-25T00:00:00|3000-01-01T00:00:00
CE|14537|33.9517|-118.3362|40|Inglewood - Hollywood Park|2007-03-12T00:00:00|3000-01-01T00:00:00
CE|14560|33.7686|-118.1965|8|Long Beach - City Hall Grounds|1998-08-13T00:00:00|3000-01-01T00:00:00
CE|14739|33.927|-118.389|31|El Segundo - Sepulveda & Imperial|2002-10-10T00:00:00|3000-01-01T00:00:00
CE|14767|33.9628|-118.3804|27|Los Angeles - Manchester & Osage|2004-03-05T00:00:00|3000-01-01T00:00:00
CE|14787|33.9244|-118.2394|27|Los Angeles - MLK Hospital Grounds|2004-03-05T00:00:00|3000-01-01T00:00:00
CE|14820|33.9934|-118.3425|85|Los Angeles - 54th & Crenshaw|2003-04-17T00:00:00|3000-01-01T00:00:00
CE|14821|33.9686|-118.2912|44|Los Angeles - Vermont & 78th|1999-12-03T00:00:00|3000-01-01T00:00:00
CE|14822|33.945|-118.38|29|Los Angeles - Century & Aviation|2003-04-10T00:00:00|3000-01-01T00:00:00
CE|14824|33.8677|-118.2903|7|Los Angeles - Vermont & 182nd|2003-03-20T00:00:00|3000-01-01T00:00:00
CE|14825|33.9762|-118.2086|45|Huntington Park - Saturn & Hood|2002-10-23T00:00:00|3000-01-01T00:00:00
CE|14827|33.92|-118.1273|29|Downey - Imperial & Bellflower|2003-03-04T00:00:00|3000-01-01T00:00:00
CE|14828|33.939|-118.0989|37|Downey - Florence & I605|2002-01-16T00:00:00|3000-01-01T00:00:00
CE|14829|33.883|-118.117|21|Bellflower - Flora Vista & Woodruff|1999-11-03T00:00:00|3000-01-01T00:00:00
CE|14830|33.8465|-118.1069|14|Lakewood - Del Amo & Palo Verde|2000-09-29T00:00:00|3000-01-01T00:00:00
CE|14831|33.792|-118.319|32|Lomita - Narbonne & Pacific Coast Hwy|2002-02-21T00:00:00|3000-01-01T00:00:00
CE|14834|33.9219|-118.3268|17|Hawthorne - Crenshaw & El Segundo|1999-11-05T00:00:00|3000-01-01T00:00:00
CE|14835|33.7809|-118.2618|7|Wilmington - Avalon & Anaheim|2005-01-04T00:00:00|3000-01-01T00:00:00
CE|14840|33.9463|-118.0011|77|Whittier - Scott & Whittier|1999-11-03T00:00:00|3000-01-01T00:00:00
CE|14844|33.9689|-118.1492|37|Bell Gardens - Garfield & Florence|2003-01-07T00:00:00|3000-01-01T00:00:00
CE|14845|33.7899|-118.2969|14|Harbor City - Normandie & Pac. Coast Hwy|2003-06-26T00:00:00|3000-01-01T00:00:00
CE|14846|33.8108|-118.2769|12|Carson - Main & Sepulveda|2000-11-16T00:00:00|3000-01-01T00:00:00
CE|14847|33.8268|-118.2167|8|Long Beach - Santa Fe Ave & I405|2001-01-30T00:00:00|3000-01-01T00:00:00
CE|14868|33.806|-118.1642|34|Long Beach - Willow & Cherry|2003-03-05T00:00:00|3000-01-01T00:00:00
CE|14869|33.8182|-118.1082|4|Long Beach - Los Coyotes & Palo Verde|2003-03-05T00:00:00|3000-01-01T00:00:00
CE|14870|33.7983|-118.1367|6|Long Beach - Los Coyotes & Stearns|1999-11-02T00:00:00|3000-01-01T00:00:00
CE|14871|33.7631|-118.1682|2|Long Beach - Ocean Blvd & Cherry|2002-03-06T00:00:00|3000-01-01T00:00:00
CE|14872|33.873|-118.1755|16|Long Beach - Artesia & Orange|2003-03-06T00:00:00|3000-01-01T00:00:00
CE|14934|33.9386|-118.3005|66|Los Angeles - Normandie & 108th|2003-04-10T00:00:00|3000-01-01T00:00:00
CE|14935|33.8675|-118.2618|23|Carson - Victoria & Avalon|2002-05-29T00:00:00|3000-01-01T00:00:00
CE|14936|33.8337|-118.1608|22|Lakewood - Carson & Paramount|2003-03-06T00:00:00|3000-01-01T00:00:00
CE|14937|33.9051|-118.0113|49|La Mirada - Civic Center|2003-01-28T00:00:00|3000-01-01T00:00:00
CE|14985|33.9914|-118.4594|3|Los Angeles - Venice Blvd & Shell|2002-05-09T00:00:00|3000-01-01T00:00:00
CE|14988|33.909|-118.3148|14|Gardena - 135th & Van Ness|2002-05-29T00:00:00|3000-01-01T00:00:00
CE|20955|34.1335|-114.3723|130|Big River - Rio Mesa & Capistrano|2003-04-09T00:00:00|3000-01-01T00:00:00
CE|21081|34.559|-115.7439|197|Amboy|2001-10-30T00:00:00|3000-01-01T00:00:00
CE|21513|34.1657|-115.747|370|Twentynine Palms - Zelda & Amboy Rd|2012-01-26T00:00:00|3000-01-01T00:00:00
CE|21514|34.1657|-115.9043|477|Twentynine Palms - Jade & Amboy Rd|2012-01-25T00:00:00|3000-01-01T00:00:00
CE|22074|34.9037|-116.8243|588|Yermo - Fire Station|1999-11-19T00:00:00|3000-01-01T00:00:00
CE|22078|34.1554|-116.504|1248|Pioneertown - Bronco & Wyandot|2002-06-04T00:00:00|3000-01-01T00:00:00
CE|22104|34.1582|-116.7983|2035|Heart Bar State Park|1992-07-02T00:00:00|3000-01-01T00:00:00
CE|22121|34.8602|-116.892|627|Daggett - A & Afton Sts|2003-08-19T00:00:00|3000-01-01T00:00:00
CE|22161|34.0208|-116.0094|1109|Twentynine Palms - Joshua Tree N.M.|2005-01-27T00:00:00|3000-01-01T00:00:00
CE|22170|34.1308|-116.3149|844|Joshua Tree - Fire Station|2002-11-22T00:00:00|3000-01-01T00:00:00
CE|22504|34.2416|-116.9765|2067|Big Bear Lake - Hwys 18 & 38 Grnds|2011-10-13T00:00:00|3000-01-01T00:00:00
CE|22506|34.8142|-116.6633|560|Newberry Springs - I40 & Newberry Rd|2012-02-02T00:00:00|3000-01-01T00:00:00
CE|22507|34.8671|-116.6622|559|Newberry Springs - Newberry  & Silver Vl|2012-02-01T00:00:00|3000-01-01T00:00:00
CE|22510|34.4431|-116.9375|902|Lucerne Valley - Hwy 247 & Ladera|2012-01-31T00:00:00|3000-01-01T00:00:00
CE|22512|34.134|-116.2233|758|Joshua Tree - Hwy 62 & Sierra|2012-01-30T00:00:00|3000-01-01T00:00:00
CE|22519|34.9612|-116.6702|554|Newberry Springs - I15 & Kathy|2012-02-01T00:00:00|3000-01-01T00:00:00
CE|22561|34.238|-116.935|2061|Big Bear Lake - Civic Center Grounds|2002-11-20T00:00:00|3000-01-01T00:00:00
CE|22791|34.2411|-116.8724|2087|Big Bear Lake - Fire Station|2002-11-20T00:00:00|3000-01-01T00:00:00
CE|22954|34.149|-116.084|658|Twentynine Palms - Two Mile & Alpine|2002-11-21T00:00:00|3000-01-01T00:00:00
CE|22959|34.2817|-116.4532|1030|Landers - Hwy 247 & Jesse|2002-11-21T00:00:00|3000-01-01T00:00:00
CE|22960|34.122|-116.4159|998|Yucca Valley - Hwys 62 & 247|2002-11-21T00:00:00|3000-01-01T00:00:00
CE|23024|34.147|-117.999|167|Monrovia - Colorada & Myrtle|2003-01-27T00:00:00|3000-01-01T00:00:00
CE|23049|34.1252|-117.7773|362|La Verne - Wheeler & Ruggles|2001-03-08T00:00:00|3000-01-01T00:00:00
CE|23056|34.0649|-117.893|144|West Covina - Cortez & Citrus|2002-01-31T00:00:00|3000-01-01T00:00:00
CE|23057|34.043|-117.9116|164|West Covina - Azusa & Fairgrove|2002-12-11T00:00:00|3000-01-01T00:00:00
CE|23063|34.5025|-117.897|942|Pearblossom - Hwy 138 & Longview|2002-02-26T00:00:00|3000-01-01T00:00:00
CE|23072|34.253|-117.174|1601|Lake Arrowhead - Hwy 173 & Oak|2002-11-19T00:00:00|3000-01-01T00:00:00
CE|23075|34.0464|-117.0352|831|Yucaipa - Bryant & Oak Glen|2002-01-16T00:00:00|3000-01-01T00:00:00
CE|23077|34.057|-117.698|281|Montclair - Mission & Monte Vista|2004-11-04T00:00:00|3000-01-01T00:00:00
CE|23084|34.0328|-117.312|328|Grand Terrace - Mt Vernon & Barton|2004-11-02T00:00:00|3000-01-01T00:00:00
CE|23089|34.1125|-117.6806|429|Upland - 13th & Benson|2002-06-03T00:00:00|3000-01-01T00:00:00
CE|23090|34.1338|-117.5978|456|Rancho Cucamonga - Hwy 30 & Amethyst|2002-11-07T00:00:00|3000-01-01T00:00:00
CE|23091|34.0135|-117.5106|235|Mira Loma - Mission & San Sevaine|2004-08-09T00:00:00|3000-01-01T00:00:00
CE|23107|34.104|-117.574|364|Rancho Cucamonga - Foothill & Haven|2008-06-19T00:00:00|3000-01-01T00:00:00
CE|23111|34.2468|-117.3014|1356|Crestline - Hwy 138 & Waters|2004-11-02T00:00:00|3000-01-01T00:00:00
CE|23112|34.2617|-117.2104|1643|Lake Arrowhead - Peninsula & Rhine|2004-11-02T00:00:00|3000-01-01T00:00:00
CE|23113|34.2147|-117.1213|1892|Running Springs - Hwy 18 & Cedarwood|2002-06-05T00:00:00|3000-01-01T00:00:00
CE|23119|34.5224|-117.2144|893|Apple Valley - Hwy 18 & Standing Rock Av|2005-04-19T00:00:00|3000-01-01T00:00:00
CE|23120|34.4721|-117.2073|913|Apple Valley - Bear Valley & Kiowa Rds|2002-06-04T00:00:00|3000-01-01T00:00:00
CE|23138|34.125|-117.454|433|Fontana - Citrus & Baseline|2002-06-03T00:00:00|3000-01-01T00:00:00
CE|23163|34.123|-117.54|401|Rancho Cucamonga - Baseline & Rochester|2002-06-03T00:00:00|3000-01-01T00:00:00
CE|23164|34.0262|-117.1553|559|Redlands - Garden & Mariposa|2002-06-03T00:00:00|3000-01-01T00:00:00
CE|23169|34.074|-117.183|408|Redlands - Orange & Pennsylvania|2002-06-03T00:00:00|3000-01-01T00:00:00
CE|23173|34.002|-117.814|279|Diamond Bar - Grand & Diamond Bar Blvd|2002-02-22T00:00:00|3000-01-01T00:00:00
CE|23177|34.1406|-117.9671|172|Duarte - Huntington & Highland|2002-02-07T00:00:00|3000-01-01T00:00:00
CE|23178|34.1321|-117.9108|184|Azusa - Foothill & San Gabriel|2002-02-07T00:00:00|3000-01-01T00:00:00
CE|23179|34.0959|-117.906|150|Covina - Cypress & Azusa|2002-02-08T00:00:00|3000-01-01T00:00:00
CE|23292|34.4257|-117.5444|1220|Phelan - Centola & Phelan Rds|2005-07-21T00:00:00|3000-01-01T00:00:00
CE|23327|34.0922|-117.8101|270|Pomona - Puddingstone Dam Dwnstrm|2009-08-27T00:00:00|3000-01-01T00:00:00
CE|23417|34.0332|-117.6073|252|Ontario - Hwy 60 & Vineyard|2010-12-09T00:00:00|3000-01-01T00:00:00
CE|23525|34.0563|-117.7487|257|Pomona - 4th & Locust|1998-02-11T00:00:00|3000-01-01T00:00:00
CE|23542|34.065|-117.292|297|San Bernardino - E & Hospitality|1998-03-25T00:00:00|3000-01-01T00:00:00
CE|23547|34.0374|-117.2065|430|Redlands - Terracina & W Fern|2013-01-16T00:00:00|3000-01-01T00:00:00
CE|23572|34.2329|-117.661|1254|Mt. Baldy - Elementary School|1991-05-21T00:00:00|3000-01-01T00:00:00
CE|23573|34.314|-117.545|1338|Wrightwood - Nielson Ranch|1990-03-13T00:00:00|3000-01-01T00:00:00
CE|23574|34.369|-117.658|1928|Wrightwood - Swarthout Valley|1999-11-02T00:00:00|3000-01-01T00:00:00
